zuo,label,text
1,1, That could be because those numbers those efficiency numbers could make the the transaction cost easier and and lower for the small communities actually to to be involved.
1,1, That could be because those numbers those efficiency numbers could make the the transaction cost easier and and lower for the small communities actually to to be involved.
1,1, That could be because those numbers those efficiency numbers could make the the transaction cost easier and and lower for the small communities actually to to be involved.
0,1, So finally if ethereum vision.
0,1, This is a web page of ethereum is to grow.
0,1, Remember my slide of the icd8.
0,1, We need to we need to clearly think and be aware and be aware of what kind of growth and for whom.
0,1, We need to we need to clearly think and be aware and be aware of what kind of growth and for whom.
2,1, Because humanity is at stake thank you.
0,0, Thank you Augustine we have room for uh some questions somebody want to ask to Augustine we have here I’m gonna go there.
0,0, Just five seconds.
0,0, Thank you so much for the the talk.
1,1, Really really loved especially the ideas about making you know these markets.
1,1, These processes more inclusive many to many I think that’s a transition that like all the impact space really needs to go through.
1,1, When we think about that though how does that marry with the fact that like carbon markets and the capital moving into that space just needs to increase.
1,1, When we think about that though how does that marry with the fact that like carbon markets and the capital moving into that space just needs to increase.
0,1, Because like the two billion dollar number is a lot but you know it’s probably a tenth a hundred of what we’re going to need exactly.
0,1, Because like the two billion dollar number is a lot but you know it’s probably a tenth a hundred of what we’re going to need exactly.
0,1, Yeah and even more um.
0,1, No a good question you know yeah.
2,1, Obviously it’s not the it’s not the solution not at all I think we need to remind the the slide of the of these guys presenting a new agenda.
2,1, Obviously it’s not the it’s not the solution not at all I think we need to remind the the slide of the of these guys presenting a new agenda.
0,1, That’s trying to redirect all the international cooperation cooperation system that or the the Paradigm under or the agenda under which this with all the money that he that enters the U.N and also the bilateral corporations and also corporations are flowing the money too.
0,1, That’s trying to redirect all the international cooperation cooperation system that or the the Paradigm under or the agenda under which this with all the money that he that enters the U.N and also the bilateral corporations and also corporations are flowing the money too.
0,1, That’s trying to redirect all the international cooperation cooperation system that or the the Paradigm under or the agenda under which this with all the money that he that enters the U.N and also the bilateral corporations and also corporations are flowing the money too.
1,1, So we need to I think my first answer would be to we need to redefine the politics in order for the tool the blockchain tool to work to to make it happen.
1,1, So we need to I think my first answer would be to we need to redefine the politics in order for the tool the blockchain tool to work to to make it happen.
1,1, So we need to I think my first answer would be to we need to redefine the politics in order for the tool the blockchain tool to work to to make it happen.
0,0, But we need the politics right?
1,1, We need to get together them right so yeah voluntary carbon markets is just this.
0,1, But I focus on that because of the hype of the Eco tokens.
0,1, But I focus on that because of the hype of the Eco tokens.
0,0, Thank you for that question any other question if someone wants to do it in Spanish also right.
0,0, Another question there please
0,0, Is with technical...
0,0, [Spanish]
0,0, [Spanish]
0,0, In English or Spanish English or Spanish?
0,0, And English Okay.
0,0, Um.
0,0, Well it’s it’s actually it’s a crazy idea.
0,0, You know it’s idea that popped into my mind and I share it with Paul here my friend from ethereum.
0,0, You know it’s idea that popped into my mind and I share it with Paul here my friend from ethereum.
0,0, And I just saw that I I am very involved in the I know a lot of scientists in in the and former ministers and everyone that came from the U.N.
0,0, And I just saw that I I am very involved in the I know a lot of scientists in in the and former ministers and everyone that came from the U.N.
0,0, So I I get I get to see this this letter that has been presented in this in this.
0,0, So I I get I get to see this this letter that has been presented in this in this.
0,0, So it’s it was just an idea because I think my opinion is we need to connect the dots.
0,0, We need to integrate these two words
1,1, Those guys that are in my opinion very well aligned in the policy defining the policy for what we are going to need for those 1.5 disasters a day and for the NLC energy transitions by taking taking a look at the territories.
1,1, Those guys that are in my opinion very well aligned in the policy defining the policy for what we are going to need for those 1.5 disasters a day and for the NLC energy transitions by taking taking a look at the territories.
1,1, Those guys that are in my opinion very well aligned in the policy defining the policy for what we are going to need for those 1.5 disasters a day and for the NLC energy transitions by taking taking a look at the territories.
0,1, What if we I don’t know think together.
0,1, How could that hour could look like or many Taos or not.
0,1, But the other governance tools coming from from the blockchain.
1,1, So it’s just an idea that we can discuss and we can create it together.
0,1, So thank you thank you there is another question.
0,1, There please here hi thank you for the talk.
0,1, I wanted to ask in relation to the idea of many to many uh that sometimes means and and the idea of taken away from the big you know offsetters and empowering the little local impact makers.
0,1, I wanted to ask in relation to the idea of many to many uh that sometimes means and and the idea of taken away from the big you know offsetters and empowering the little local impact makers.
1,1, That requires taking the technology to places where it doesn’t really exist right.
1,1, That requires taking the technology to places where it doesn’t really exist right.
0,1, So how do we Empower how do we create that impact so that it’s local people doing things for themselves instead of the blockchain industry trying to decide on their behalf and think they know what they’re dealing.
0,1, So how do we Empower how do we create that impact so that it’s local people doing things for themselves instead of the blockchain industry trying to decide on their behalf and think they know what they’re dealing.
0,1, So how do we Empower how do we create that impact so that it’s local people doing things for themselves instead of the blockchain industry trying to decide on their behalf and think they know what they’re dealing.
0,1, With cool very very interesting question.
0,0, And obviously my first concern when I thought of this was yeah how are we going to reach a person that does not have a cell phone.
0,0, And obviously my first concern when I thought of this was yeah how are we going to reach a person that does not have a cell phone.
0,1, So I think that sagap that we need to try to reverse in a way.
1,1, And and I think that we can build over some projects right the other day in the sustainability blockchain Summit
0,1, I’ve heard uh there was a girl from Coco.
0,1, I think it’s a it’s called Coco project or coco and she was working in this ah.
1,1, Here you are here great Amazing Project well you should you should ask her.
0,1, And we should bring it to the table this is us this is not me.
1,1, So so let’s link that together thank you.
0,0, Any other question we have time for last question English or Spanish.
0,1, Or thank you very much Agustin amazing talk.
1,1, An amazing job!
0,0, 
0,0, 
